"Authors","Year","Title","Journal","Doi","URL","Human","No access","Lat_Deg","Lat_Min","Lat_Sec","Lat_NS","Lon_Deg","Lon_Min","Lon_Sec","Lon_EW","Location","Habitat","Target_Habitat","Experiment","Sample_Diameter_mm","Sample_Area_mm2","Sample_Depth_mm","Sample_Volume_mm3","Sample_Weight_g","Number_Sites","Samples_Per_Site","Total_Number_Samples","Method","Method_Volume_mm3","Method_Volume_Fraction","Method_Weight_g","Total_Seeds","Total_Species","Seed_density_m2","Seed_density_litre","Pos_Species","Neg_Species","Comments","Action required","","","","","","","","","","","","","",""
"Calva-Soto, K; Pavon, NP; Sanchez-Gonzalez, A; Moreno, CE; Ramirez-Marcial, N","2019","BIODIVERSITY RELATIONSHIPS IN THREE STRUCTURAL COMPONENTS IN A BEECH FOREST OF FAGUS GRANDIFOLIA SUBSP. MEXICANA","BOTANICAL SCIENCES","10.17129/botsci.2260","http://doi.org/10.17129/botsci.2260","AA","","20.45","","","","-98.19","","","","","Forest","","","","250000","50","","","1","40","","Emergence & Extraction","","","","1388","32","","","","","","","","","","","","","","","","","","","",""
"Mira, S; Nadarajan, J; Liu, U; Gonzalez-Benito, ME; Pritchard, HW","2019","Lipid Thermal Fingerprints of Long-term Stored Seeds of Brassicaceae","PLANTS-BASEL","10.3390/plants8100414","http://doi.org/10.3390/plants8100414","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rengifo-Faiffer, MC; Arana, C","2019","Fossorial birds help shape the plant community of a Peruvian desert","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2019.104011","http://doi.org/10.1016/j.jaridenv.2019.104011","AA","","11","24","","S","77","23","","W","","Grassland","","","","10000","50","","","1","122","","Emergence","","","","","13","","","","","","Emailed: total seeds","","","","","","","","","","","","","",""
"Hess, MCM; Buisson, E; Mesleard, F","2019","Soil compaction enhances the impact of microwave heating on seedling emergence","FLORA","10.1016/j.flora.2019.151457","http://doi.org/10.1016/j.flora.2019.151457","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sajna, N; Sipek, M; Sustar-Vozlic, J; Kaligaric, M","2019","Germination behavior of the extremely rare Hladnikia pastinacifolia Rchb. (Apiaceae) - a Pleistocene in situ survivor","ACTA BOTANICA CROATICA","10.2478/botcro-2019-0017","http://doi.org/10.2478/botcro-2019-0017","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graf, W; Kleinn, C; Schall, P; Nauss, T; Detsch, F; Magdon, P","2019","Analyzing the relationship between historic canopy dynamics and current plant species diversity in the herb layer of temperate forests using long-term Landsat time series","REMOTE SENSING OF ENVIRONMENT","10.1016/j.rse.2019.111305","http://doi.org/10.1016/j.rse.2019.111305","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nyantakyi-Frimpong, H","2019","Visualizing politics: A feminist political ecology and participatory GIS approach to understanding smallholder farming, climate change vulnerability, and seed bank failures in Northern Ghana","GEOFORUM","10.1016/j.geoforum.2019.05.014","http://doi.org/10.1016/j.geoforum.2019.05.014","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pena-Angulo, D; Khorchani, M; Errea, P; Lasanta, T; Martinez-Arnaiz, M; Nadal-Romero, E","2019","Factors explaining the diversity of land cover in abandoned fields in a Mediterranean mountain area","CATENA","10.1016/j.catena.2019.05.010","http://doi.org/10.1016/j.catena.2019.05.010","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mi, JX; Liu, R; Zhang, SL; Hou, HP; Yang, YJ; Chen, FY; Zhang, LM","2019","Vegetation patterns on a landslide after five years of natural restoration in the Loess Plateau mining area in China","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2019.05.022","http://doi.org/10.1016/j.ecoleng.2019.05.022","AA","","35.774","","","","-111.8765","","","","","Grassland","","","","","200","","","1","","24","Emergence","","","","","13","","","","","","Emailed for sampling and number seeds","","","","","","","","","","","","","",""
"Wang, GD; Otte, ML; Jiang, M; Wang, M; Yuan, YZ; Xue, ZS","2019","Does the element composition of soils of restored wetlands resemble natural wetlands?","GEODERMA","10.1016/j.geoderma.2019.05.032","http://doi.org/10.1016/j.geoderma.2019.05.032","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tomiolo, S; Bilton, MC; Tielborger, K","2020","Plant community stability results from shifts in species assemblages following whole community transplants across climates","OIKOS","10.1111/oik.06536","http://doi.org/10.1111/oik.06536","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Skalova, H; Moravcova, L; Cuda, J; Pysek, P","2019","Seed-bank dynamics of native and invasive Impatiens species during a five-year field experiment under various environmental conditions","NEOBIOTA","10.3897/neobiota.50.34827","http://doi.org/10.3897/neobiota.50.34827","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Abeli, T; Dalrymple, S; Godefroid, S; Mondoni, A; Muller, JV; Rossi, G; Orsenigo, S","","Ex situ collections and their potential for the restoration of extinct plants","CONSERVATION BIOLOGY","10.1111/cobi.13391","http://doi.org/10.1111/cobi.13391","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lanta, V; Mudrak, O; Liancourt, P; Bartos, M; Chlumska, Z; Dvorsky, M; Pusztaiova, Z; Munzbergova, Z; Sebek, P; Cizek, L; Dolezal, J","2019","Active management promotes plant diversity in lowland forests: A landscape-scale experiment with two types of clearings","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2019.05.073","http://doi.org/10.1016/j.foreco.2019.05.073","AA","","48","50","56","N","15","53","13","E","","Grassland","Grassland","","","","100","100000","","4","32","","Emergence","","","","19390","68","","","","","","","","","","","","","","","","","","","",""
"Lanta, V; Mudrak, O; Liancourt, P; Bartos, M; Chlumska, Z; Dvorsky, M; Pusztaiova, Z; Munzbergova, Z; Sebek, P; Cizek, L; Dolezal, J","2019","Active management promotes plant diversity in lowland forests: A landscape-scale experiment with two types of clearings","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2019.05.073","http://doi.org/10.1016/j.foreco.2019.05.073","AA","","48","50","56","N","15","53","13","E","","Forest","","","","","100","100000","","2","32","","Emergence","","","","525","18","","","","","","","","","","","","","","","","","","","",""
"Nguyen, V; Buckley, YM; Salguero-Gomez, R; Wardle, GM","2019","Consequences of neglecting cryptic life stages from demographic models","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2019.108723","http://doi.org/10.1016/j.ecolmodel.2019.108723","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pittman, KB; Barney, JN; Cahoon, CW; Flessner, ML","2019","Influence of hairy vetch seed germination and maturation on weediness in subsequent crops","WEED RESEARCH","10.1111/wre.12380","http://doi.org/10.1111/wre.12380","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dittberner, H; Becker, C; Jiao, WB; Schneeberger, K; Holzel, N; Tellier, A; de Meaux, J","2019","Strengths and potential pitfalls of hay transfer for ecological restoration revealed by RAD-seq analysis in floodplain Arabis species","MOLECULAR ECOLOGY","10.1111/mec.15194","http://doi.org/10.1111/mec.15194","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Thapa, R; Thoms, MC; Reid, M; Parsons, M","","Do adaptive cycles of floodplain vegetation response to inundation differ among vegetation communities?","RIVER RESEARCH AND APPLICATIONS","10.1002/rra.3538","http://doi.org/10.1002/rra.3538","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gu, X; Cen, Y; Guo, LY; Li, CH; Yuan, H; Xu, ZW; Jiang, GM","2019","Responses of weed community, soil nutrients, and microbes to different weed management practices in a fallow field in Northern China","PEERJ","10.7717/peerj.7650","http://doi.org/10.7717/peerj.7650","JP","","39","34","9.94","N","116","59","49","E","","Arable","","1","20","","","","","3","","36","Emergence","","","","","27","118","","","","Seed densities exclude 7 perennial species included in the total species count","","","","","","","","","","","","","","",""
"Qian, F; Song, HY; Chen, M; Zeng, JQ; Dang, CQ; Tao, JP","2019","Multivariate path analysis of the relationships between seedling regeneration and environmental factors beneath a dwarf bamboo understory","ECOLOGY AND EVOLUTION","10.1002/ece3.5548","http://doi.org/10.1002/ece3.5548","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Only tree seed banks studied, hence omitted","","","","","","","","","","","","","","",""
"Scott, JK; Batchelor, KL; Webber, BL","2019","Long term monitoring of recruitment dynamics determines eradication feasibility for an introduced coastal weed","NEOBIOTA","10.3897/neobiota.50.35070","http://doi.org/10.3897/neobiota.50.35070","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kriska, DJ; Krebs, RA","2019","Response by Three Plant Indicator Groups of Upland Habitat to Manipulation of a Black Oak (Quercus velutina) Sand Barren","NATURAL AREAS JOURNAL","10.3375/043.039.0407","http://doi.org/10.3375/043.039.0407","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nsikani, MM; Gaertner, M; Kritzinger-Klopper, S; Ngubane, NP; Esler, KJ","2019","Secondary invasion after clearing invasive Acacia saligna in the South African fynbos","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2019.07.034","http://doi.org/10.1016/j.sajb.2019.07.034","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mndela, M; Madakadze, IC; Nherera-Chokuda, F; Dube, S","2019","Dynamics of the soil seed bank over the short-term after bush clearing in a semi-arid shrubland in Springbokvlakte thornveld of South Africa","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2019.07.033","http://doi.org/10.1016/j.sajb.2019.07.033","JP","","25","14","36","S","28","7","19","E","","Grassland","Grassland","1","","2826","","","","3","","48","Emergence","","","","","37","","","","","","","","","","","","","","","","","","","",""
"Gomez-Barreiro, P; Otieno, V; Mattana, E; Castillo-Lorenzo, E; Omondi, W; Ulian, T","2019","Interaction of functional and environmental traits on seed germination of the multipurpose tree Flacourtia indica","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2019.08.013","http://doi.org/10.1016/j.sajb.2019.08.013","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jakobsen, K; Jensen, JA; Bitarafan, Z; Andreasen, C","2019","Killing Weed Seeds with Exhaust Gas from a Combine Harvester","AGRONOMY-BASEL","10.3390/agronomy9090544","http://doi.org/10.3390/agronomy9090544","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Laboissiere, AK","2019","Collect, Save, Adapt: Making and Unmaking Ex Situ Worlds","CULTURAL STUDIES REVIEW","10.5130/csr.v24i1.6380","http://doi.org/10.5130/csr.v24i1.6380","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Luck, L; Bellairs, SM; Rossiter-Rachor, NA","2019","Residual herbicide treatments reduce Andropogon gayanus (Gamba Grass) recruitment for mine site restoration in northern Australia","ECOLOGICAL MANAGEMENT & RESTORATION","10.1111/emr.12376","http://doi.org/10.1111/emr.12376","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sumudunie, HGS; Jayasuriya, KMGG","2019","Seed dormancy and germination of seven rice field weeds from Sri Lanka","TAIWANIA","10.6165/tai.2019.64.221","http://doi.org/10.6165/tai.2019.64.221","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chau, MM; Chambers, T; Weisenberger, L; Keir, M; Kroessig, TI; Wolkis, D; Kam, R; Yoshinaga, AY","2019","Seed freeze sensitivity and ex situ longevity of 295 species in the native Hawaiian flora","AMERICAN JOURNAL OF BOTANY","10.1002/ajb2.1351","http://doi.org/10.1002/ajb2.1351","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Perkins, LB; Ducheneaux, KR; Hatfield, G; Abella, SR","2019","Badlands, Seed Banks, and Community Disassembly","RANGELAND ECOLOGY & MANAGEMENT","10.1016/j.rama.2019.05.004","http://doi.org/10.1016/j.rama.2019.05.004","AA","","43.73","","","","-102.25","","","","","Grassland","Grassland","","100","","70","","","28","3","","Emergence","","","","196","21","","","","7","","","","","","","","","","","","","","","",""
"Perkins, LB; Ducheneaux, KR; Hatfield, G; Abella, SR","2019","Badlands, Seed Banks, and Community Disassembly","RANGELAND ECOLOGY & MANAGEMENT","10.1016/j.rama.2019.05.004","http://doi.org/10.1016/j.rama.2019.05.004","AA","","43.73","","","","-102.25","","","","","Grassland","","","100","","70","","","28","3","","Emergence","","","","168","15","","","","2","","","","","","","","","","","","","","","",""
"Shen, SC; Xui, GF; Lii, DY; Jini, GM; Liu, SF; Clements, DR; Yang, YX; Rao, J; Chen, AD; Zhang, FD; Zhu, XC","2019","Ipomoea batatas (sweet potato), a promising replacement control crop for the invasive alien plant Ageratina adenophora (Asteraceae) in China","MANAGEMENT OF BIOLOGICAL INVASIONS","10.3391/mbi.2019.10.3.10","http://doi.org/10.3391/mbi.2019.10.3.10","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nascimento, GD; Pereira, JAA; Barros, DA; Silva, RA; Ferreira, JB; Moraes, RP; Borges, LAC","2019","Space distribution of species in topsoil: implications to recovery of mining areas","NATIVA","10.31413/nativa.v7i5.6937","http://doi.org/10.31413/nativa.v7i5.6937","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
