"Author","Year","Title","Journal","Doi","URL"
"Stefanic, E; Kovacevic, V; Antunovic, S",2018,"DECLINE OF ARABLE FLORA DIVERSITY IN ISTRIA (FROM THE YEAR 2005 TO THE YEAR 2017)","ZBORNIK VELEUCILISTA U RIJECI-JOURNAL OF THE POLYTECHNICS OF RIJEKA","10.31784/zvr.6.1.25","http://doi.org/10.31784/zvr.6.1.25"
"Marco, A",2018,"SeedVicious: Analysis of microRNA target and near-target sites","PLOS ONE","10.1371/journal.pone.0195532","http://doi.org/10.1371/journal.pone.0195532"
"Bararpour, T; Korres, NE",2018,"Effect of Simulated Tillage in Combination with Post-Shattering Temperature Conditions on Senna obtusifolia and Xanthium strumarium Seed Survival, Seedling Emergence and Seedbank Potential","AGRICULTURE-BASEL","10.3390/agriculture8040061","http://doi.org/10.3390/agriculture8040061"
"Harrison, SP; LaForgia, ML; Latimer, AM",2018,"Climate-driven diversity change in annual grasslands: Drought plus deluge does not equal normal","GLOBAL CHANGE BIOLOGY","10.1111/gcb.14018","http://doi.org/10.1111/gcb.14018"
"White, SN",2018,"Determination of Festuca filiformis seedbank characteristics, seedling emergence and herbicide susceptibility to aid management in lowbush blueberry (Vaccinium angustifolium)","WEED RESEARCH","10.1111/wre.12286","http://doi.org/10.1111/wre.12286"
"Santin-Montanya, MI; Pena, CC; Quesada, EZ; Jimenez, FJS; Pasamon, JLT",2018,"Arable weed species associated with soil tillage systems under Mediterranean conditions","LAND DEGRADATION & DEVELOPMENT","10.1002/ldr.2899","http://doi.org/10.1002/ldr.2899"
"Gruber, S; Weber, EA; Thole, H; Mohring, J; Dietz-Pfeilstetter, A; Claupein, W",2018,"Impact of cultivar on survival of volunteer oilseed rape populations in fields is more important than field management","WEED RESEARCH","10.1111/wre.12285","http://doi.org/10.1111/wre.12285"
"Javaid, MM; Florentine, S; Ali, HH; Weller, S",2018,"Effect of environmental factors on the germination and emergence of Salvia verbenaca L. cultivars (verbenaca and vernalis): An invasive species in semi-arid and arid rangeland regions","PLOS ONE","10.1371/journal.pone.0194319","http://doi.org/10.1371/journal.pone.0194319"
"Redwood, ME; Matlack, GR; Huebner, CD",2018,"Seed Longevity and Dormancy State Suggest Management Strategies for Garlic Mustard (Alliaria petiolata) and Japanese Stiltgrass (Microstegium vimineum) in Deciduous Forest Sites","WEED SCIENCE","10.1017/wsc.2017.74","http://doi.org/10.1017/wsc.2017.74"
"Ganie, ZA; Kaur, S; Jha, P; Kumar, V; Jhala, AJ",2018,"Effect of Late-Season Herbicide Applications on Inflorescence and Seed Production of Glyphosate-Resistant Giant Ragweed (Ambrosia trifida)","WEED TECHNOLOGY","10.1017/wet.2017.101","http://doi.org/10.1017/wet.2017.101"
"Sharpe, SM; Boyd, NS; Dittmar, PJ; MacDonald, GE; Darnell, RL; Ferrell, JA",2018,"Control Recommendations for Black Medic (Medicago lupulina) Based on Growth and Development in Competition with Strawberry","WEED SCIENCE","10.1017/wsc.2017.62","http://doi.org/10.1017/wsc.2017.62"
"Renzi, JP; Chantre, GR; Cantamutto, MA",2018,"Vicia villosa ssp villosa Roth field emergence model in a semiarid agroecosystem","GRASS AND FORAGE SCIENCE","10.1111/gfs.12295","http://doi.org/10.1111/gfs.12295"
"Metcalfe, H; Milne, AE; Hull, R; Murdoch, AJ; Storkey, J",2018,"The implications of spatially variable pre-emergence herbicide efficacy for weed management","PEST MANAGEMENT SCIENCE","10.1002/ps.4784","http://doi.org/10.1002/ps.4784"
"Cheek, M; Wanma, J; Jitmau, M; Jebb, M",2018,"Seringia (Byttneriaceae / Malvaceae-Byttnerioideae) new to Southeast Asia and S. botak endangered in Indonesian New Guinea grassland and savannah","BLUMEA","10.3767/blumea.2018.63.02.12","http://doi.org/10.3767/blumea.2018.63.02.12"
"Florentine, S; Weller, S; King, A; Florentine, A; Dowling, K; Westbrooke, M; Chauhan, BS",2018,"Seed germination response of a noxious agricultural weed Echium plantagineum to temperature, light, pH, drought stress, salinity, heat and smoke","CROP & PASTURE SCIENCE","10.1071/CP17308","http://doi.org/10.1071/CP17308"
"Humphries, T; Graz, FF; Florentine, SK",2018,"Factors effecting the germination and emergence of a rangeland weed; European heliotrope (Heliotropium europaeum L.)","RANGELAND JOURNAL","10.1071/RJ18048","http://doi.org/10.1071/RJ18048"
"Kumar, V; Jha, P; Dille, JA; Stahlman, PW",2018,"Emergence Dynamics of Kochia (Kochia scoparia) Populations from the US Great Plains: A Multi-Site-Year Study","WEED SCIENCE","10.1017/wsc.2017.55","http://doi.org/10.1017/wsc.2017.55"
"Wallace, JM; Keene, CL; Curran, W; Mirsky, S; Ryan, MR; VanGessel, MJ",2018,"Integrated Weed Management Strategies in Cover Crop-based, Organic Rotational No-Till Corn and Soybean in the Mid-Atlantic Region","WEED SCIENCE","10.1017/wsc.2017.53","http://doi.org/10.1017/wsc.2017.53"
"Nath, CP; Das, TK; Rana, KS; Bhattacharyya, R; Paul, S; Singh, SB; Meena, MC; Hazra, KK",2018,"Tillage and nitrogen management effects with sequential and ready-mix herbicides on weed diversity and wheat productivity","INTERNATIONAL JOURNAL OF PEST MANAGEMENT","10.1080/09670874.2017.1415487","http://doi.org/10.1080/09670874.2017.1415487"
"Santin-Montanya, MI; Zambrana-Quesada, E; Tenorio-Pasamon, JL",2018,"Weed abundance and soil seedbank responses to tillage systems in continuous maize crops","ARCHIVES OF AGRONOMY AND SOIL SCIENCE","10.1080/03650340.2018.1453133","http://doi.org/10.1080/03650340.2018.1453133"
"Callister, KE; Florentine, SK; Westbrooke, ME",2018,"An investigation of the soil seedbank and seed germination of perennial species in Belah (Casuarina pauper) woodlands in north-west Victoria","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT17160","http://doi.org/10.1071/BT17160"
"Wright, BR; Clarke, PJ",2018,"Germination biologies and seedbank dynamics of Acacia shrubs in the Western Desert: implications for fire season impacts on recruitment","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT18003","http://doi.org/10.1071/BT18003"
"Khan, MJ; Brodie, G; Gupta, D; Foletta, S",2018,"MICROWAVE SOIL TREATMENT IMPROVES WEED MANAGEMENT IN AUSTRALIAN DRYLAND WHEAT","TRANSACTIONS OF THE ASABE","10.13031/trans.12504","http://doi.org/10.13031/trans.12504"
"Young, SL",2018,"Beyond Precision Weed Control: A Model for True Integration","WEED TECHNOLOGY","10.1017/wet.2017.70","http://doi.org/10.1017/wet.2017.70"
"Wright, BR; Fensham, RJ",2018,"Fire timing in relation to masting: an important determinant of post-fire recruitment success for the obligate-seeding arid zone soft spinifex (Triodia pungens)","ANNALS OF BOTANY","10.1093/aob/mcx136","http://doi.org/10.1093/aob/mcx136"
"Warzecha, D; Diekotter, T; Wolters, V; Jauker, F",2018,"Attractiveness of wildflower mixtures for wild bees and hoverflies depends on some key plant species","INSECT CONSERVATION AND DIVERSITY","10.1111/icad.12264","http://doi.org/10.1111/icad.12264"
"Westerman, PR; Hemerik, L; van der Werf, W; Stomph, TJ",2018,"Density-independent reproductive success of the hemiparasitic plant Striga hermonthica, despite positive and negative density-dependent phases","ANNALS OF APPLIED BIOLOGY","10.1111/aab.12403","http://doi.org/10.1111/aab.12403"
"Shumack, S; Hesse, P; Turner, L",2017,"The impact of fire on sand dune stability: Surface coverage and biomass recovery after fires on Western Australian coastal dune systems from 1988 to 2016","GEOMORPHOLOGY","10.1016/j.geomorph.2017.10.001","http://doi.org/10.1016/j.geomorph.2017.10.001"
"Geerts, S; Rossenrode, T; Irlich, UM; Visser, V",2017,"Emerging Ornamental Plant Invaders in Urban Areas-Centranthus ruber in Cape Town, South Africa as a Case Study","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1017/inp.2017.35","http://doi.org/10.1017/inp.2017.35"
"O'Brien, PL; DeSutter, TM; Ritter, SS; Casey, FXM; Wick, AF; Khan, E; Matthees, HL",2017,"A large-scale soil-mixing process for reclamation of heavily disturbed soils","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2017.09.015","http://doi.org/10.1016/j.ecoleng.2017.09.015"
"Lindsay, K; Popp, M; Norsworthy, J; Bagavathiannan, M; Powles, S; Lacoste, M",2017,"PAM: Decision Support for Long-Term Palmer Amaranth (Amaranthus palmeri) Control","WEED TECHNOLOGY","10.1017/wet.2017.69","http://doi.org/10.1017/wet.2017.69"
"Cordeau, S; Smith, RG; Gallandt, ER; Brown, B; Salon, P; DiTommaso, A; Ryan, MR",2017,"How do weeds differ in their response to the timing of tillage? A study of 61 species across the northeastern United States","ANNALS OF APPLIED BIOLOGY","10.1111/aab.12377","http://doi.org/10.1111/aab.12377"
"Wright, BR; Fensham, RJ",2017,"Fire after a mast year triggers mass recruitment of slender mulga (Acacia aptaneura), a desert shrub with heat-stimulated germination","AMERICAN JOURNAL OF BOTANY","10.3732/ajb.1700008","http://doi.org/10.3732/ajb.1700008"
"Buckley, P; Helliwell, DR; Milne, S; Howell, R",2017,"Twenty-five years on - vegetation succession on a translocated ancient woodland soil at Biggins Wood, Kent, UK","FORESTRY","10.1093/forestry/cpx015","http://doi.org/10.1093/forestry/cpx015"
"Tidemann, BD; Hall, LM; Harker, KN; Beckie, HJ",2017,"Potential Benefit and Risk of Fluridone as a Fall Germination Stimulant in Western Canada","WEED TECHNOLOGY","10.1017/wet.2017.67","http://doi.org/10.1017/wet.2017.67"
"Goodall, JM; Denny, RP; Campbell, PL",2017,"Observations from seedbank studies on Solanum mauritianum Scop. (bugweed) in a pine plantation, South Africa","SOUTH AFRICAN JOURNAL OF BOTANY","10.1016/j.sajb.2017.05.012","http://doi.org/10.1016/j.sajb.2017.05.012"
"Schwartz-Lazaro, LM; Norsworthy, JK; Walsh, MJ; Bagavathiannan, MV",2017,"Efficacy of the Integrated Harrington Seed Destructor on Weeds of Soybean and Rice Production Systems in the Southern United States","CROP SCIENCE","10.2135/cropsci2017.03.0210","http://doi.org/10.2135/cropsci2017.03.0210"
"Renzi, JP; Chantre, GR; Cantamutto, MA",2017,"Self-regeneration of hairy vetch (Vicia villosa Roth) as affected by seedling density and soil tillage method in a semi-arid agroecosystem","GRASS AND FORAGE SCIENCE","10.1111/gfs.12255","http://doi.org/10.1111/gfs.12255"
"Dille, JA; Stahlman, PW; Du, J; Geier, PW; Riffel, JD; Currie, RS; Wilson, RG; Sbatella, GM; Westra, P; Kniss, AR; Moechnig, MJ; Cole, RM",2017,"Kochia (Kochia scoparia) Emergence Profiles and Seed Persistence across the Central Great Plains","WEED SCIENCE","10.1017/wsc.2017.18","http://doi.org/10.1017/wsc.2017.18"
"Jernigan, AB; Caldwell, BA; Cordeau, S; DiTommaso, A; Drinkwater, LE; Mohler, CL; Ryan, MR",2017,"Weed Abundance and Community Composition following a Long-Term Organic Vegetable Cropping Systems Experiment","WEED SCIENCE","10.1017/wsc.2017.33","http://doi.org/10.1017/wsc.2017.33"
"Jones, L; Stevens, C; Rowe, EC; Payne, R; Caporn, SJM; Evans, CD; Field, C; Dale, S",2017,"Can on-site management mitigate nitrogen deposition impacts in non-wooded habitats?","BIOLOGICAL CONSERVATION","10.1016/j.biocon.2016.06.012","http://doi.org/10.1016/j.biocon.2016.06.012"
"De Wilde, M; Buisson, E; Yavercovski, N; Willm, L; Bieder, L; Mesleard, F",2017,"Using Microwave Soil Heating to Inhibit Invasive Species Seed Germination","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1017/inp.2017.29","http://doi.org/10.1017/inp.2017.29"
"Schwartz-Lazaro, LM; Green, JK; Norsworthy, JK",2017,"Seed Retention of Palmer amaranth (Amaranthus palmeri) and Barnyardgrass (Echinochloa crus-galli) in Soybean","WEED TECHNOLOGY","10.1017/wet.2017.25","http://doi.org/10.1017/wet.2017.25"
"Baraibar, B; Canadell, C; Torra, J; Royo-Esnal, A; Recasens, J",2017,"Weed Seed Fate during Summer Fallow: The Importance of Seed Predation and Seed Burial","WEED SCIENCE","10.1614/WS-D-16-00031.1","http://doi.org/10.1614/WS-D-16-00031.1"
"Xu, X; Yu, ZM; He, LY; Cheng, FJ; Cao, XH; Song, XX",2017,"Nano- and microphytoplankton community characteristics in brown tide bloom-prone waters of the Qinhuangdao coast, Bohai Sea, China","SCIENCE CHINA-EARTH SCIENCES","10.1007/s11430-017-9036-0","http://doi.org/10.1007/s11430-017-9036-0"
"Singh, V; Singh, S; Black, H; Boyett, V; Basu, S; Gealy, D; Gbur, E; Pereira, A; Scott, RC; Caicedo, A; Burgos, NR",2017,"Introgression of Clearfield (TM) rice crop traits into weedy red rice outcrosses","FIELD CROPS RESEARCH","10.1016/j.fcr.2017.03.004","http://doi.org/10.1016/j.fcr.2017.03.004"
"Steven, B; Hesse, C; Soghigian, J; Gallegos-Graves, L; Dunbar, J",2017,"Simulated rRNA/DNA Ratios Show Potential To Misclassify Active Populations as Dormant","APPLIED AND ENVIRONMENTAL MICROBIOLOGY","10.1128/AEM.00696-17","http://doi.org/10.1128/AEM.00696-17"
"Geddes, CM; Gulden, RH",2017,"Early autumn soil disturbance decreases persistence of volunteer summer-annual oilseed rape (Brassica napus)","WEED RESEARCH","10.1111/wre.12248","http://doi.org/10.1111/wre.12248"
"Ngo, TD; Boutsalis, P; Preston, C; Gill, G",2017,"Plant Development and Seed Biology of Windmillgrass (Chloris truncata) in Southern Australia","WEED SCIENCE","10.1017/wsc.2017.5","http://doi.org/10.1017/wsc.2017.5"
"Pannwitt, H; Westerman, PR; de Mol, F; Selig, C; Gerowitt, B",2017,"Biological control of weed patches by seed predators; responses to seed density and exposure time","BIOLOGICAL CONTROL","10.1016/j.biocontrol.2017.01.016","http://doi.org/10.1016/j.biocontrol.2017.01.016"
"Ngo, TD; Boutsalis, P; Preston, C; Gill, G",2017,"Growth, Development, and Seed Biology of Feather Fingergrass (Chloris virgata) in Southern Australia","WEED SCIENCE","10.1017/wsc.2016.33","http://doi.org/10.1017/wsc.2016.33"
"Krayesky-Self, S; Schmidt, WE; Phung, D; Henry, C; Sauvage, T; Camacho, O; Felgenhauer, BE; Fredericq, S",2017,"Eukaryotic Life Inhabits Rhodolith-forming Coralline Algae (Hapalidiales, Rhodophyta), Remarkable Marine Benthic Microhabitats","SCIENTIFIC REPORTS","10.1038/srep45850","http://doi.org/10.1038/srep45850"
"DiTommaso, A; Milbrath, LR; Morris, SH; Mohler, CL; Biazzo, J",2017,"Seedbank Dynamics of Two Swallowwort (Vincetoxicum) Species","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1017/inp.2017.10","http://doi.org/10.1017/inp.2017.10"
"Thilmony, BM; Lym, RG",2017,"Leafy spurge (Euphorbia esula) Control and Soil Seedbank Composition Fifteen Years after Release of Aphthona Biological Control Agents","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1017/inp.2017.18","http://doi.org/10.1017/inp.2017.18"
"Kurt, N; Rafler, M",2017,"Recursions for the exchangeable partition function of the seedbank coalescent","THEORETICAL POPULATION BIOLOGY","10.1016/j.tpb.2016.12.002","http://doi.org/10.1016/j.tpb.2016.12.002"
"Walsh, MJ; Aves, C; Powles, SB",2017,"Harvest Weed Seed Control Systems are Similarly Effective on Rigid Ryegrass","WEED TECHNOLOGY","10.1017/wet.2017.6","http://doi.org/10.1017/wet.2017.6"
"Zinati, GM; Seidel, R; Grantham, A; Moyer, J; Ackroyd, VJ; Mirsky, SB",2017,"High-Residue Cultivation Timing Impact on Organic No-Till Soybean Weed Management","WEED TECHNOLOGY","10.1017/wet.2016.24","http://doi.org/10.1017/wet.2016.24"
"White, SN; Zhang, LS; Pruski, K",2017,"Investigation of Potential Seed Dormancy Mechanisms in American Burnweed (Erechtites hieraciifolius) Seeds from Wild Blueberry (Vaccinium angustifolium) fields","WEED SCIENCE","10.1017/wsc.2016.21","http://doi.org/10.1017/wsc.2016.21"
"Mangin, AR; Hall, LM; Schoenau, JJ; Beckie, HJ",2017,"Influence of Tillage on Control of Wild Oat (Avena fatua) by the Soil-applied Herbicide Pyroxasulfone","WEED SCIENCE","10.1017/wsc.2016.22","http://doi.org/10.1017/wsc.2016.22"
"Chen, GQ; Liu, QH; Zhang, YH; Li, J; Dong, LY",2017,"Comparison of Weed Seedbanks in Different Rice Planting Systems","AGRONOMY JOURNAL","10.2134/agronj2016.06.0348","http://doi.org/10.2134/agronj2016.06.0348"
"Wang, M; Schoettner, M; Xu, SQ; Paetz, C; Wilde, J; Baldwin, IT; Groten, K",2017,"Catechol, a major component of smoke, influences primary root growth and root hair elongation through reactive oxygen species-mediated redox signaling","NEW PHYTOLOGIST","10.1111/nph.14317","http://doi.org/10.1111/nph.14317"
"Nguyen, TLT; Bajwa, AA; Navie, SC; O'Donnell, C; Adkins, SW",2017,"The Soil Seedbank of Pasture Communities in Central Queensland Invaded by Parthenium hysterophorus L.","RANGELAND ECOLOGY & MANAGEMENT","10.1016/j.rama.2016.07.010","http://doi.org/10.1016/j.rama.2016.07.010"
"Strehlow, T; DeKeyser, S; Kobiela, B",2017,"Managing Seedbank Composition to Enhance Wetland Restoration","ECOLOGICAL RESTORATION","10.3368/er.35.1.12","http://doi.org/10.3368/er.35.1.12"
"Leite, MFA; Pan, Y; Bloem, J; ten Berge, H; Kuramae, EE",2017,"Organic nitrogen rearranges both structure and activity of the soil-borne microbial seedbank","SCIENTIFIC REPORTS","10.1038/srep42634","http://doi.org/10.1038/srep42634"
"Johnson, SP; Miller, ZJ; Lehnhoff, EA; Miller, PR; Menalled, FD",2017,"Cropping systems modify soil biota effects on wheat (Triticum aestivum) growth and competitive ability","WEED RESEARCH","10.1111/wre.12231","http://doi.org/10.1111/wre.12231"
"Hu, XW; Pan, J; Min, DD; Fan, Y; Ding, XY; Fan, SG; Baskin, CC; Baskin, JM",2017,"Seed dormancy and soil seedbank of the invasive weed Chenopodium hybridum in north-western China","WEED RESEARCH","10.1111/wre.12237","http://doi.org/10.1111/wre.12237"
"Werle, R; Tenhumberg, B; Lindquist, JL",2017,"Modeling shattercane dynamics in herbicide-tolerant grain sorghum cropping systems","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2016.10.023","http://doi.org/10.1016/j.ecolmodel.2016.10.023"
"Kulkarni, SS; Dosdall, LM; Spence, JR; Willenborg, CJ",2017,"Field density and distribution of weeds are associated with spatial dynamics of omnivorous ground beetles (Coleoptera: Carabidae)","AGRICULTURE ECOSYSTEMS & ENVIRONMENT","10.1016/j.agee.2016.11.018","http://doi.org/10.1016/j.agee.2016.11.018"
"Tsyliuryk, OI; Shevchenko, SM; Shevchenko, OM; Shvec, NV; Nikulin, VO; Ostapchuk, YV",2017,"Effect of the soil cultivation and fertilization on the abundance and species diversity of weeds in corn farmed ecosystems","UKRAINIAN JOURNAL OF ECOLOGY","10.15421/2017_64","http://doi.org/10.15421/2017_64"
"Saayman, N; Cupido, C; Botha, H; Swart, R",2017,"Possible rehabilitation methods of Galenia africana-dominated old lands in the Cederberg Mountains, South Africa","AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE","10.2989/10220119.2017.1380077","http://doi.org/10.2989/10220119.2017.1380077"
