PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Riddin, T; Adams, J",,,,"Riddin, Taryn; Adams, Janine",,,Water level fluctuations and phenological responses in a salt marsh succulent,AQUATIC BOTANY,,,,,,,,,,,,,,,,,"Riddin, Taryn/0000-0002-5877-3431",,,,,,,,,,,,0304-3770,1879-1522,,,,FEB,2019,153,,,,,,58,66,,10.1016/j.aquabot.2018.11.003,,,,,,,WOS:000458224100010,,,,,
J,"Fukumori, K; Ishida, S; Shimoda, M; Takenaka, A; Akasaka, M; Nishihiro, J; Takamura, N; Kadoya, T",,,,"Fukumori, Kayoko; Ishida, Shinya; Shimoda, Michiko; Takenaka, Akio; Akasaka, Munemitsu; Nishihiro, Jun; Takamura, Noriko; Kadoya, Taku",,,Incorporating species population dynamics into static prioritization: Targeting species undergoing rapid change,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,,,,,"Akasaka, Munemitsu/G-1172-2013","Akasaka, Munemitsu/0000-0002-0143-0841",,,,,,,,,,,,0021-8901,1365-2664,,,,FEB,2019,56,2,,,,,450,458,,10.1111/1365-2664.13291,,,,,,,WOS:000457580700017,,,,,
J,"Kumar, V; Jha, P; Jugulam, M; Yadav, R; Stahlman, PW",,,,"Kumar, Vipan; Jha, Prashant; Jugulam, Mithila; Yadav, Ramawatar; Stahlman, Phillip W.",,,Herbicide-Resistant Kochia (Bassia scoparia) in North America: A Review,WEED SCIENCE,,,,,,,,,,,,,,,,"Kumar, Vipan/N-1879-2019","Kumar, Vipan/0000-0002-8301-5878",,,,,,,,,,,,0043-1745,1550-2759,,,,FEB,2019,67,1,,,,,4,15,,10.1017/wsc.2018.72,,,,,,,WOS:000457270700001,,,,,
J,"Osipitan, OA; Dille, JA; Bagavathiannan, MV; Knezevic, SZ",,,,"Osipitan, O. Adewale; Dille, J. Anita; Bagavathiannan, Muthukumar V.; Knezevic, Stevan Z.",,,Modeling Population Dynamics of Kochia (Bassia Scoparia) in Response to Diverse Weed Control Option,WEED SCIENCE,,,,,,,,,,,,,,,,"Osipitan, O. Adewale/U-4613-2017","Osipitan, O. Adewale/0000-0002-8202-4270",,,,,,,,,,,,0043-1745,1550-2759,,,,FEB,2019,67,1,,,,,57,67,,10.1017/wsc.2018.85,,,,,,,WOS:000457270700007,,,,,
J,"Wu, HW; Stanton, R; Lemerle, D",,,,"Wu, Hanwen; Stanton, Rex; Lemerle, Deirdre",,,"Seed Fecundity, Persistence, and Germination Biology of Prairie Grouncherry (Physalis hederifolia) in Australia",WEED SCIENCE,,,,,,,,,,,,,,,,"Wu, Hanwen/B-7901-2010","Wu, Hanwen/0000-0001-5157-4977",,,,,,,,,,,,0043-1745,1550-2759,,,,FEB,2019,67,1,,,,,77,82,,10.1017/wsc.2018.67,,,,,,,WOS:000457270700009,,,,,
J,"Soltani, E; Baskin, JM; Baskin, CC",,,,"Soltani, E.; Baskin, J. M.; Baskin, C. C.",,,"A review of the relationship between primary and secondary dormancy, with reference to the volunteer crop weed oilseed rape (Brassica napus)",WEED RESEARCH,,,,,,,,,,,,,,,,,"Soltani, Elias/0000-0003-0017-6703",,,,,,,,,,,,0043-1737,1365-3180,,,,FEB,2019,59,1,,,,,5,14,,10.1111/wre.12342,,,,,,,WOS:000456060400002,,,,,
J,"Zhou, QQ; Li, F; Cai, XA; Rao, XQ; Zhou, LX; Liu, ZF; Lin, YB; Fu, SL",,,,"Zhou, Qingqiu; Li, Feng; Cai, Xi-an; Rao, Xingquan; Zhou, Lixia; Liu, Zhanfeng; Lin, Yongbiao; Fu, Shenglei",,,Survivorship of plant species from soil seedbank after translocation from subtropical natural forests to plantation forests,FOREST ECOLOGY AND MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0378-1127,1872-7042,,,,JAN 15,2019,432,,,,,,741,747,,10.1016/j.foreco.2018.10.013,,,,,,,WOS:000455068700072,,,,,
J,"Dufourq, P; Shapcott, A",,,,"Dufourq, Peter; Shapcott, Alison",,,The importance of fire in the success of a 15 hectare subtropical heathland translocation,AUSTRALIAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0067-1924,1444-9862,,,,,2019,67,6-7,,,,,531,545,,10.1071/BT19064,,,,,,,WOS:000503790300010,,,,,
J,"Pardo, G; Cirujeda, A; Perea, F; Verdu, AMC; Mas, MT; Urbano, JM",,,,"Pardo, G.; Cirujeda, A.; Perea, F.; Verdu, A. M. C.; Mas, M. T.; Urbano, J. M.",,,EFFECTS OF REDUCED AND CONVENTIONAL TILLAGE ON WEED COMMUNITIES: RESULTS OF A LONG-TERM EXPERIMENT IN SOUTHWESTERN SPAIN,PLANTA DANINHA,,,,,,,,,,,,,,,,"Cirujeda, Alicia/J-1506-2012","Cirujeda, Alicia/0000-0001-9646-8422",,,,,,,,,,,,0100-8358,1806-9681,,,,,2019,37,,,,,,,,e019201336,10.1590/S0100-83582019370100152,,,,,,,WOS:000501505800001,,,,,
J,"Ragas, REG; Mangubat, JR; Rasco, ET",,,,"Ragas, Richie Eve G.; Mangubat, Jhoanavi R.; Rasco, Eufemio T., Jr.",,,"Weed Density and Diversity under Two Weed Management Practices in Sloping Lands of Banana Plantation in Davao City, Philippines",MINDANAO JOURNAL OF SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244-0410,2449-3686,,,,JAN-DEC,2019,17,,,,,,167,182,,,,,,,,,WOS:000501547100012,,,,,
B,"Spalding, HL; Amado, GM; Bahia, RG; Ballantine, DL; Fredericq, S; Leichter, JJ; Nelson, WA; Slattery, M; Tsuda, RT",,"Loya, Y; Puglise, KA; Bridge, TCL",,"Spalding, Heather L.; Amado-Filho, Gilberto M.; Bahia, Ricardo G.; Ballantine, David L.; Fredericq, Suzanne; Leichter, James J.; Nelson, Wendy A.; Slattery, Marc; Tsuda, Roy T.",,,Macroalgae,MESOPHOTIC CORAL ECOSYSTEMS,Coral Reefs of the World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-3-319-92735-0; 978-3-319-92734-3,,,,2019,12,,,,,,507,+,,10.1007/978-3-319-92735-0_29,10.1007/978-3-319-92735-0,,,,,,WOS:000487754900030,,,,,
J,"Welgama, A; Florentine, S; Marchante, H; Javaid, MM; Turville, C",,,,"Welgama, Amali; Florentine, Singarayer; Marchante, Helia; Javaid, Muhammad Mansoor; Turville, Christopher",,,The germination success of Acacia longifolia subsp. longifolia (Fabaceae): a comparison between its native and exotic ranges,AUSTRALIAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,,"Turville, Chris/0000-0001-9855-9838",,,,,,,,,,,,0067-1924,1444-9862,,,,,2019,67,5,,,,,414,424,,10.1071/BT19018,,,,,,,WOS:000488042400005,,,,,
J,"Miller, B; Symons, DR; Barrett, MD",,,,"Miller, Ben P.; Symons, David R.; Barrett, Matthew D.",,,"Persistence of rare species depends on rare events: demography, fire response and phenology of two plant species endemic to a semiarid Banded Iron Formation range",AUSTRALIAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,"Miller, Ben/H-7190-2013","Miller, Ben/0000-0002-8569-6697",,,,,,,,,,,,0067-1924,1444-9862,,,,,2019,67,3,,,,,268,280,,10.1071/BT18214,,,,,,,WOS:000468055600010,,,,,
J,"Khan, MJ; Brodie, G; Gupta, D",,,,"Khan, Muhammad Jamal; Brodie, Graham; Gupta, Dorin",,,Potential of microwave soil heating for weed management and yield improvement in rice cropping,CROP & PASTURE SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836-0947,1836-5795,,,,,2019,70,3,,,,,211,217,,10.1071/CP18515,,,,,,,WOS:000462183100003,,,,,
J,"Ku, JJ; Han, SH; Kim, DH",,,,"Ku, Ja Jung; Han, Sim Hee; Kim, Du Hyun",,,Extended low temperature and cryostorage longevity of Salix seeds with desiccation control,OPEN LIFE SCIENCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391-5412,,,,,,2019,14,1,,,,,1,11,,10.1515/biol-2019-0001,,,,,,,WOS:000462937000001,,,,,
J,"Nadeem, F; Farooq, M; Hussain, M; Ahmad, R; Naveed, M",,,,"Nadeem, Faisal; Farooq, Muhammad; Hussain, Muzammil; Ahmad, Riaz; Naveed, Muhammad",,,Influence of Zinc and Boron Application on Weed Dynamics in No-Till and Plough-Till Wheat,INTERNATIONAL JOURNAL OF AGRICULTURE AND BIOLOGY,,,,,,,,,,,,,,,,"Naveed, Muhammad/AAE-6816-2019; Farooq, Muhammad/F-1617-2010","Farooq, Muhammad/0000-0003-4368-9357",,,,,,,,,,,,1560-8530,1814-9596,,,,,2019,21,3,,,,,675,678,,10.17957/IJAB/15.0944,,,,,,,WOS:000456544000025,,,,,
J,"MacLaren, C; Storkey, J; Strauss, J; Swanepoel, P; Dehnen-Schmutz, K",,,,"MacLaren, Chloe; Storkey, Jonathan; Strauss, Johann; Swanepoel, Pieter; Dehnen-Schmutz, Katharina",,,Livestock in diverse cropping systems improve weed management and sustain yields whilst reducing inputs,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,,,,,"Swanepoel, Pieter/AAB-6344-2019","Swanepoel, Pieter/0000-0002-6481-0673; Dehnen-Schmutz, Katharina/0000-0001-5782-7488; MacLaren, Chloe/0000-0002-6700-3754; Storkey, Jonathan/0000-0003-1094-8914",,,,,,,,,,,,0021-8901,1365-2664,,,,JAN,2019,56,1,,,,,144,156,,10.1111/1365-2664.13239,,,,,,,WOS:000454957300015,,,,,
J,"Saaed, MWB; Jacobs, SM; Masubelele, ML; Samuels, I; Khomo, L; El-Barasi, YM",,,,"Saaed, Manam W. B.; Jacobs, Shayne M.; Masubelele, Mmoto L.; Samuels, Igshaan; Khomo, Lesego; El-Barasi, Yacoub M.",,,"The composition of the soil seedbank and its role in ecosystem dynamics and rehabilitation potential in the arid Tankwa Karoo Region, South Africa(</n>)",AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE,,,,,,,,,,,,,,,,"Saaed, Manam W. B./H-3689-2018","Saaed, Manam W. B./0000-0002-3740-4274; Samuels, Mogamat Igshaan/0000-0002-5594-2623; Jacobs, Shayne/0000-0003-1829-7650",,,,,,,,,,,,1022-0119,1727-9380,,,,DEC 10,2018,35,3-4,,,,,351,361,,10.2989/10220119.2018.1526824,,,,,,,WOS:000451149600019,,,,,
J,"Henzler, J; Weise, H; Enright, NJ; Zander, S; Tietjen, B",,,,"Henzler, Julia; Weise, Hanna; Enright, Neal J.; Zander, Susanne; Tietjen, Britta",,,A squeeze in the suitable fire interval: Simulating the persistence of fire-killed plants in a Mediterranean-type ecosystem under drier conditions,ECOLOGICAL MODELLING,,,,,,,,,,,,,,,,,"Weise, Hanna/0000-0003-3159-6735",,,,,,,,,,,,0304-3800,1872-7026,,,,DEC 10,2018,389,,,,,,41,49,,10.1016/j.ecolmodel.2018.10.010,,,,,,,WOS:000452580100004,,,,,
J,"Leary, J; Mahnken, B; Wada, C; Burnett, K",,,,"Leary, James; Mahnken, Brooke; Wada, Christopher; Burnett, Kimberly",,,"Interpreting Life-History Traits of Miconia (Miconia calvescens) through Management over Space and Time in the East Maui Watershed, Hawaii (USA)",INVASIVE PLANT SCIENCE AND MANAGEMENT,,,,,,,,,,,,,,,,,"Burnett, Kimberly/0000-0002-6222-8946",,,,,,,,,,,,1939-7291,1939-747X,,,,DEC,2018,11,4,,,,,191,200,,10.1017/inp.2018.26,,,,,,,WOS:000455016200004,,,,,
J,"Zimmer, M; Young, BG; Johnson, WG",,,,"Zimmer, Marcelo; Young, Bryan G.; Johnson, William G.",,,Herbicide Programs Utilizing Halauxifen-Methyl for Glyphosate-Resistant Horseweed (Conyza canadensis) Control in Soybean,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,"Zimmer, Marcelo/0000-0003-4451-0849",,,,,,,,,,,,0890-037X,1550-2740,,,,DEC,2018,32,6,,,,,659,664,,10.1017/wet.2018.60,,,,,,,WOS:000454309500001,,,,,
J,"Camara, A; Dieng, A; Diaw, MT; Mergeai, G; Bindelle, J",,,,"Camara, Abib; Dieng, Abdoulaye; Diaw, Mamadou T.; Mergeai, Guy; Bindelle, Jerome",,,"Effect of management practices for Stylosanthes hamata (L.) Taub. biomass cover on the weed species in different direct-seeding, mulch-based cropping systems",WEED BIOLOGY AND MANAGEMENT,,,,,,,,,,,,,,,,,"Camara, Abib/0000-0003-2445-7323; Bindelle, Jerome/0000-0001-6974-4313",,,,,,,,,,,,1444-6162,1445-6664,,,,DEC,2018,18,4,,,,,184,196,,10.1111/wbm.12158,,,,,,,WOS:000453790800005,,,,,
J,"Roach, T; Nagel, M; Borner, A; Eberle, C; Kranner, I",,,,"Roach, Thomas; Nagel, Manuela; Boerner, Andreas; Eberle, Caterina; Kranner, Ilse",,,Changes in tocochromanols and glutathione reveal differences in the mechanisms of seed ageing under seedbank conditions and controlled deterioration in barley,ENVIRONMENTAL AND EXPERIMENTAL BOTANY,,,,,,,,,,,,,,,,"Roach, Thomas/O-6940-2015; Kranner, Ilse/B-1039-2011; Nagel, Manuela/T-8816-2017","Roach, Thomas/0000-0002-0259-0468; Kranner, Ilse/0000-0003-4959-9109; Nagel, Manuela/0000-0003-0396-0333",,,,,,,,,,,,0098-8472,1873-7307,,,,DEC,2018,156,,,,,,8,15,,10.1016/j.envexpbot.2018.08.027,,,,,,,WOS:000448093600002,,,,,
J,"Eddoud, A; Buisson, E; Achour, L; Guediri, K; Bissati, S; Abdelkrim, H",,,,"Eddoud, A.; Buisson, E.; Achour, L.; Guediri, K.; Bissati, S.; Abdelkrim, H.",,,Changes in weed species composition in irrigated agriculture in Saharan Algeria,WEED RESEARCH,,,,,,,,,,,,,,,,/AAF-4485-2019,/0000-0002-3640-8134,,,,,,,,,,,,0043-1737,1365-3180,,,,DEC,2018,58,6,,,,,424,436,,10.1111/wre.12328,,,,,,,WOS:000450600000004,,,,,
J,"Mahmood, AH; Florentine, S; Graz, FP; Turville, C; Palmer, G; Sillitoe, J; McLaren, D",,,,"Mahmood, Ako H.; Florentine, Singarayer; Graz, Friedrich P.; Turville, Christopher; Palmer, Grant; Sillitoe, James; McLaren, David",,,"Comparison of techniques to control the aggressive environmental invasive species Galenia pubescens in a degraded grassland reserve, Victoria, Australia",PLOS ONE,,,,,,,,,,,,,,,,"Florentine, Singarayer/Q-7198-2019","Florentine, Singarayer/0000-0002-5734-3421; Palmer, Grant/0000-0001-5407-2366; Turville, Chris/0000-0001-9855-9838",,,,,,,,,,,,1932-6203,,,,,NOV 14,2018,13,11,,,,,,,e0203653,10.1371/journal.pone.0203653,,,,,,,WOS:000450138500008,30427840,,,,
J,"Gu, XY; Pipatpongpinyo, W; Zhang, LH; Zhou, YL; Ye, H; Feng, JH",,,,"Gu, Xing-You; Pipatpongpinyo, Wirat; Zhang, Lihua; Zhou, Yuliang; Ye, Heng; Feng, Jiuhuan",,,Two Contrasting Patterns and Underlying Genes for Coadaptation of Seed Dormancy and Flowering Time in Rice,SCIENTIFIC REPORTS,,,,,,,,,,,,,,,,,"Gu, Xing-You/0000-0002-1879-9602",,,,,,,,,,,,2045-2322,,,,,NOV 14,2018,8,,,,,,,,16813,10.1038/s41598-018-34850-5,,,,,,,WOS:000450069300034,30429528,,,,
J,"Lin, YT; Tu, TH; Wei, CL; Rumble, D; Lin, LH; Wang, PL",,,,"Lin, Yueh-Ting; Tu, Tzu-Hsuan; Wei, Chih-Lin; Rumble, Douglas; Lin, Li-Hung; Wang, Pei-Ling",,,Steep redox gradient and biogeochemical cycling driven by deeply sourced fluids and gases in a terrestrial mud volcano,FEMS MICROBIOLOGY ECOLOGY,,,,,,,,,,,,,,,,,"WANG, PEI-LING/0000-0002-4392-3935; WEI, CHIH-LIN/0000-0001-9430-0060",,,,,,,,,,,,0168-6496,1574-6941,,,,NOV,2018,94,11,,,,,,,fiy171,10.1093/femsec/fiy171,,,,,,,WOS:000453660500012,30165492,,,,
J,"Reinhardt, T; Leon, RG",,,,"Reinhardt, Theresa; Leon, Ramon G.",,,Extractable and Germinable Seedbank Methods Provide Different Quantifications of Weed Communities,WEED SCIENCE,,,,,,,,,,,,,,,,,"Leon, Ramon/0000-0002-1924-3331",,,,,,,,,,,,0043-1745,1550-2759,,,,NOV,2018,66,6,,,,,715,720,,10.1017/wsc.2018.56,,,,,,,WOS:000450878200005,,,,,
J,"Kumar, V; Jha, P; Lim, CA; Stahlman, PW",,,,"Kumar, Vipan; Jha, Prashant; Lim, Charlemagne A.; Stahlman, Phillip W.",,,Differential Germination Characteristics of Dicamba-Resistant Kochia (Bassia scoparia) Populations in Response to Temperature,WEED SCIENCE,,,,,,,,,,,,,,,,"Kumar, Vipan/N-1879-2019","Kumar, Vipan/0000-0002-8301-5878",,,,,,,,,,,,0043-1745,1550-2759,,,,NOV,2018,66,6,,,,,721,728,,10.1017/wsc.2018.54,,,,,,,WOS:000450878200006,,,,,
J,"Yang, M; Zhao, YX; Yang, HM; Shen, YY; Zhang, XY",,,,"Yang, Mei; Zhao, Yuxin; Yang, Huimin; Shen, Yuying; Zhang, Xiaoyan",,,Suppression of weeds and weed seeds in the soil by stubbles and no-tillage in an arid maize-winter wheat-common vetch rotation on the Loess Plateau of China,JOURNAL OF ARID LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1674-6767,2194-7783,,,,OCT,2018,10,5,,,,,809,820,,10.1007/s40333-018-0063-5,,,,,,,WOS:000445899500012,,,,,
J,"Gaba, S; Caneill, J; Nicolardot, B; Perronne, R; Bretagnolle, V",,,,"Gaba, Sabrina; Caneill, Jacques; Nicolardot, Bernard; Perronne, Remi; Bretagnolle, Vincent",,,Crop competition in winter wheat has a higher potential than farming practices to regulate weeds,ECOSPHERE,,,,,,,,,,,,,,,,"Gaba, Sabrina/H-5240-2018","Gaba, Sabrina/0000-0002-7145-6713",,,,,,,,,,,,2150-8925,,,,,OCT,2018,9,10,,,,,,,e02413,10.1002/ecs2.2413,,,,,,,WOS:000449566200038,,,,,
J,"Hawes, C; Alexander, CJ; Begg, GS; Iannetta, PPM; Karley, AJ; Squire, GR; Young, M",,,,"Hawes, Cathy; Alexander, Colin J.; Begg, Graham S.; Iannetta, Pietro P. M.; Karley, Alison J.; Squire, Geoffrey R.; Young, Mark",,,Plant Responses to an Integrated Cropping System Designed to Maintain Yield Whilst Enhancing Soil Properties and Biodiversity,AGRONOMY-BASEL,,,,,,,,,,,,,,,,"Iannetta, Pietro Paolo Michele/AAD-2091-2019; Alexander, Colin/C-5802-2009","Iannetta, Pietro Paolo Michele/0000-0002-3451-4259; Young, Mark/0000-0003-2855-4673; Karley, Alison/0000-0002-0252-2086; Alexander, Colin/0000-0003-4995-1678",,,,,,,,,,,,2073-4395,,,,,OCT,2018,8,10,,,,,,,229,10.3390/agronomy8100229,,,,,,,WOS:000448539400033,,,,,
J,"Burns, EE; Lehnhoff, EA; Mckenzie, SC; Maxwell, BD; Dyer, WE; Menalled, FD",,,,"Burns, E. E.; Lehnhoff, E. A.; Mckenzie, S. C.; Maxwell, B. D.; Dyer, W. E.; Menalled, F. D.",,,You cannot fight fire with fire: a demographic model suggests alternative approaches to manage multiple herbicide-resistant Avena fatua,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,1365-3180,,,,OCT,2018,58,5,,,,,357,368,,10.1111/wre.12315,,,,,,,WOS:000445627100005,,,,,
J,"San Martin, C; Long, DS; Gourlie, JA; Barroso, J",,,,"San Martin, Carolina; Long, Dan S.; Gourlie, Jennifer A.; Barroso, Judit",,,Weed responses to fallow management in Pacific Northwest dryland cropping systems,PLOS ONE,,,,,,,,,,,,,,,,"Barroso, Judit/E-7396-2015; Barroso, Judit/C-4507-2015","Barroso, Judit/0000-0002-4453-275X; Barroso, Judit/0000-0002-4453-275X; San Martin, Carolina/0000-0001-6273-2301",,,,,,,,,,,,1932-6203,,,,,SEP 20,2018,13,9,,,,,,,e0204200,10.1371/journal.pone.0204200,,,,,,,WOS:000445626400083,30235310,,,,
J,"Pollard, AT",,,,"Pollard, Anne T.",,,Seeds vs fungi: an enzymatic battle in the soil seedbank,SEED SCIENCE RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0960-2585,1475-2735,,,,SEP,2018,28,3,,,SI,,197,214,,10.1017/S0960258518000181,,,,,,,WOS:000447315600008,,,,,
J,"Mohler, CL; Caldwell, BA; Marschner, CA; Cordeau, S; Maqsood, Q; Ryan, MR; DiTommaso, A",,,,"Mohler, Charles L.; Caldwell, Brian A.; Marschner, Caroline A.; Cordeau, Stephane; Maqsood, Qaiser; Ryan, Matthew R.; DiTommaso, Antonio",,,Weed Seedbank and Weed Biomass Dynamics in a Long-Term Organic Vegetable Cropping Systems Experiment,WEED SCIENCE,,,,,,,,,,,,,,,,"CORDEAU, Stephane/K-6926-2012","CORDEAU, Stephane/0000-0003-1069-8388; DiTommaso, Antonio/0000-0001-8215-2777",,,,,,,,,,,,0043-1745,1550-2759,,,,SEP,2018,66,5,,,,,611,626,,10.1017/wsc.2018.52,,,,,,,WOS:000444236600008,,,,,
J,"Geddes, CM; Gulden, RH",,,,"Geddes, Charles M.; Gulden, Robert H.",,,Candidate Tools for Integrated Weed Management in Soybean at the Northern Frontier of Production,WEED SCIENCE,,,,,,,,,,,,,,,,,"Geddes, Charles/0000-0001-8088-224X",,,,,,,,,,,,0043-1745,1550-2759,,,,SEP,2018,66,5,,,,,662,672,,10.1017/wsc.2018.32,,,,,,,WOS:000444236600013,,,,,
J,"Drewitz, NM; Stoltenberg, DE",,,,"Drewitz, Nathaniel M.; Stoltenberg, David E.",,,Weed Communities in Strip-Tillage Corn/No-Tillage Soybean Rotation and Chisel-Plow Corn Systems after 10 Years of Variable Management,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,1550-2759,,,,SEP,2018,66,5,,,,,651,661,,10.1017/wsc.2018.40,,,,,,,WOS:000444236600012,,,,,
J,"Nandan, R; Singh, V; Singh, SS; Kumar, V; Hazra, KK; Nath, CP; Poonia, SP; Malik, RK",,,,"Nandan, Rajiv; Singh, V; Singh, S. S.; Kumar, Virender; Hazra, K. K.; Nath, C. P.; Poonia, S. P.; Malik, R. K.",,,"Comparative assessment of the relative proportion of weed morphology, diversity, and growth under new generation tillage and crop establishment techniques in rice-based cropping systems",CROP PROTECTION,,,,,,,,,,,,,,,,,"kumar, virender/0000-0002-2521-7578",,,,,,,,,,,,0261-2194,1873-6904,,,,SEP,2018,111,,,,,,23,32,,10.1016/j.cropro.2018.04.021,,,,,,,WOS:000436207200004,,,,,
J,"Schuster, MZ; Harrison, SK; de Moraes, A; Sulc, RM; Carvalho, PCF; Lang, CR; Anghinoni, I; Lustosa, SBC; Gastal, F",,,,"Schuster, M. Z.; Harrison, S. K.; de Moraes, A.; Sulc, R. M.; Carvalho, P. C. F.; Lang, C. R.; Anghinoni, I.; Lustosa, S. B. C.; Gastal, F.",,,Effects of crop rotation and sheep grazing management on the seedbank and emerged weed flora under a no-tillage integrated crop-livestock system,JOURNAL OF AGRICULTURAL SCIENCE,,,,,,,,,,,,,,,,"de Moraes, Anibal/G-7772-2014; Sulc, Reuben Mark/N-3710-2016; de Faccio Carvalho, Paulo Cesar/A-7381-2012; Zanovello Schuster, Mauricio/C-1410-2016","Sulc, Reuben Mark/0000-0003-2616-3492; de Faccio Carvalho, Paulo Cesar/0000-0002-7020-3001; Zanovello Schuster, Mauricio/0000-0001-7243-7648",,,,,,,,,,,,0021-8596,1469-5146,,,,AUG,2018,156,6,,,,,810,820,,10.1017/S0021859618000813,,,,,,,WOS:000449485300008,,,,,
J,"Amaro-Blanco, I; Fernandez-Moreno, PT; Osuna-Ruiz, MD; Bastida, F; De Prado, R",,,,"Amaro-Blanco, Ignacio; Tomas Fernandez-Moreno, Pablo; Dolores Osuna-Ruiz, Maria; Bastida, Fernando; De Prado, Rafael",,,Mechanisms of glyphosate resistance and response to alternative herbicide-based management in populations of the three Conyza species introduced in southern Spain,PEST MANAGEMENT SCIENCE,,,,,,,,,,,,,,,,"De Prado, Rafael/AAG-9146-2019","De Prado, Rafael/0000-0002-1478-653X; Bastida Milian, Fernando/0000-0001-6529-4394",,,,,,,,,,,,1526-498X,1526-4998,,,,AUG,2018,74,8,,,,,1925,1937,,10.1002/ps.4896,,,,,,,WOS:000438355500020,29479817,,,,
J,"Storkey, J; Neve, P",,,,"Storkey, J.; Neve, P.",,,What good is weed diversity?,WEED RESEARCH,,,,,,,,,,,,,,,,"Neve, Paul/P-8726-2015","Neve, Paul/0000-0002-3136-5286; Storkey, Jonathan/0000-0003-1094-8914",,,,,,,,,,,,0043-1737,1365-3180,,,,AUG,2018,58,4,,,,,239,243,,10.1111/wre.12310,,,,,,,WOS:000438373900001,30174354,,,,
J,"Campiglia, E; Radicetti, E; Mancinelli, R",,,,"Campiglia, E.; Radicetti, E.; Mancinelli, R.",,,Floristic composition and species diversity of weed community after 10years of different cropping systems and soil tillage in a Mediterranean environment,WEED RESEARCH,,,,,,,,,,,,,,,,"Radicetti, Emanuele/O-4326-2019; Mancinelli, R./K-6427-2014","Radicetti, Emanuele/0000-0001-8654-3177; Mancinelli, R./0000-0002-8396-6307",,,,,,,,,,,,0043-1737,1365-3180,,,,AUG,2018,58,4,,,,,273,283,,10.1111/wre.12301,,,,,,,WOS:000438373900005,,,,,
J,"Haussmann, NS; Louw, MA; Lewis, S; Nicol, KJH; van der Merwe, S; le Roux, PC",,,,"Haussmann, Natalie S.; Louw, Michelle A.; Lewis, Simone; Nicol, Keegan J. H.; van der Merwe, Stephni; le Roux, Peter C.",,,Ecosystem engineering through aardvark (Orycteropus afer) burrowing: Mechanisms and effects,ECOLOGICAL ENGINEERING,,,,,,,,,,,,,,,,"le Roux, Peter Christiaan/E-7784-2011; Louw, Michelle Anne/S-4376-2019","le Roux, Peter Christiaan/0000-0002-7941-7444; Louw, Michelle Anne/0000-0002-2148-9752",,,,,,,,,,,,0925-8574,1872-6992,,,,AUG 1,2018,118,,,,,,66,72,,10.1016/j.ecoleng.2018.04.022,,,,,,,WOS:000432518800007,,,,,
J,"Fan, ZF; Yang, SY; Liu, X",,,,"Fan, Zhaofei; Yang, Shaoyang; Liu, Xia",,,"Spatiotemporal Patterns and Mechanisms of Chinese Tallowtree (Triadica sebifera) Spread along Edge Habitat in a Coastal Landscape, Mississippi USA",INVASIVE PLANT SCIENCE AND MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-7291,1939-747X,,,,JUL-SEP,2018,11,3,,,,,117,126,,10.1017/inp.2018.21,,,,,,,WOS:000450423200002,,,,,
J,"Onen, H; Farooq, S; Tad, S; Ozaslan, C; Gunal, H; Chauhan, BS",,,,"Onen, Huseyin; Farooq, Shahid; Tad, Sonnur; Ozaslan, Cumali; Gunal, Hikmet; Chauhan, Bhagirath S.",,,The Influence of Environmental Factors on Germination of Burcucumber (Sicyos angulatus) Seeds: Implications for Range Expansion and Management,WEED SCIENCE,,,,,,,,,,,,,,,,"Farooq, Shahid/A-4188-2012; Chauhan, Bhagirath/G-8892-2014","Farooq, Shahid/0000-0002-6349-1404; Chauhan, Bhagirath/0000-0003-1540-4668",,,,,,,,,,,,0043-1745,1550-2759,,,,JUL,2018,66,4,,,,,494,501,,10.1017/wsc.2018.20,,,,,,,WOS:000440012300011,,,,,
