PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Ferreiro, N; Satti, P; Gonzalez-Polo, M; Mazzarino, MJ				Ferreiro, Nicolas; Satti, Patricia; Gonzalez-Polo, Marina; Mazzarino, Maria J.			Composts promote short-term rehabilitation in a Patagonian roadside affected by tephra deposition	RESTORATION ECOLOGY																													1061-2971	1526-100X															10.1111/rec.13034		OCT 2019					WOS:000489817000001						
J	Zhang, XM; Lin, HY; Song, XY; Xu, SC; Yue, SD; Gu, RT; Xu, S; Zhu, SY; Zhao, YJ; Zhang, SY; Han, GX; Wang, AD; Sun, T; Zhou, Y				Zhang, Xiaomei; Lin, Haiying; Song, Xiaoyue; Xu, Shaochun; Yue, Shidong; Gu, Ruiting; Xu, Shuai; Zhu, Shuyu; Zhao, Yajie; Zhang, Shuyan; Han, Guangxuan; Wang, Andong; Sun, Tao; Zhou, Yi			A unique meadow of the marine angiosperm Zostera japonica, covering a large area in the turbid intertidal Yellow River Delta, China	SCIENCE OF THE TOTAL ENVIRONMENT																Zhou, Yi/F-4219-2011	Zhou, Yi/0000-0001-7300-0173												0048-9697	1879-1026				OCT 10	2019	686						118	130		10.1016/j.scitotenv.2019.05.320							WOS:000479029700011	31176811					
J	Jerney, J; Ahonen, SA; Hakanen, P; Suikkanen, S; Kremp, A				Jerney, Jacqueline; Ahonen, Salta Annika; Hakanen, Paivi; Suikkanen, Sanna; Kremp, Anke			Generalist Life Cycle Aids Persistence of Alexandrium ostenfeldii (Dinophyceae) in Seasonal Coastal Habitats of the Baltic Sea(1)	JOURNAL OF PHYCOLOGY																	Suikkanen, Sanna/0000-0002-0768-8149												0022-3646	1529-8817				DEC	2019	55	6					1226	1238		10.1111/jpy.12919		OCT 2019					WOS:000489549700001	31520419					
J	Tejeda-Landero, VM; Sanchez-Velasquez, LR; Viveros-Viveros, H; Aparicio-Renteria, A; Flores-Peredo, R				Manuel Tejeda-Landero, Victor; Rafael Sanchez-Velasquez, Lazaro; Viveros-Viveros, Hector; Aparicio-Renteria, Armando; Flores-Peredo, Rafael			SEED BANK FORMATION AND REMOVAL OF PINUS HARTWEGII (PINACEAE) SEEDS ALONG AN ALTITUDINAL GRADIENT IN THE COFRE DE PEROTE NATIONAL PARK, VERACRUZ, MEXICO	BOTANICAL SCIENCES																													2007-4298	2007-4476				OCT-DEC	2019	97	4					623	629		10.17129/botsci.2204							WOS:000503720400007						
J	Calva-Soto, K; Pavon, NP; Sanchez-Gonzalez, A; Moreno, CE; Ramirez-Marcial, N				Calva-Soto, Karina; Pavon, Numa P.; Sanchez-Gonzalez, Arturo; Moreno, Claudia E.; Ramirez-Marcial, Neptali			BIODIVERSITY RELATIONSHIPS IN THREE STRUCTURAL COMPONENTS IN A BEECH FOREST OF FAGUS GRANDIFOLIA SUBSP. MEXICANA	BOTANICAL SCIENCES																													2007-4298	2007-4476				OCT-DEC	2019	97	4					675	684		10.17129/botsci.2260							WOS:000503720400011						
J	Mira, S; Nadarajan, J; Liu, U; Gonzalez-Benito, ME; Pritchard, HW				Mira, Sara; Nadarajan, Jayanthi; Liu, Udayangani; Elena Gonzalez-Benito, Maria; Pritchard, Hugh W.			Lipid Thermal Fingerprints of Long-term Stored Seeds of Brassicaceae	PLANTS-BASEL																Gonzalez-Benito, M. Elena/K-8314-2013	Gonzalez-Benito, M. Elena/0000-0002-6330-332X													2223-7747				OCT	2019	8	10							414	10.3390/plants8100414							WOS:000498270000060	31615156					
J	Rengifo-Faiffer, MC; Arana, C				Cristina Rengifo-Faiffer, M.; Arana, Cesar			Fossorial birds help shape the plant community of a Peruvian desert	JOURNAL OF ARID ENVIRONMENTS																	Arana, Cesar/0000-0002-7566-5205; Rengifo Faiffer, Maria Cristina/0000-0003-4689-441X												0140-1963	1095-922X				OCT	2019	169						29	33		10.1016/j.jaridenv.2019.104011							WOS:000495484000003						
J	Hess, MCM; Buisson, E; Mesleard, F				Hess, Manon C. M.; Buisson, Elise; Mesleard, Francois			Soil compaction enhances the impact of microwave heating on seedling emergence	FLORA																Buisson, Elise/AAF-4485-2019	Buisson, Elise/0000-0002-3640-8134												0367-2530	1618-0585				OCT	2019	259								UNSP 151457	10.1016/j.flora.2019.151457							WOS:000493965800005						
J	Sajna, N; Sipek, M; Sustar-Vozlic, J; Kaligaric, M				Sajna, Nina; Sipek, Mirjana; Sustar-Vozlic, Jelka; Kaligaric, Mitja			Germination behavior of the extremely rare Hladnikia pastinacifolia Rchb. (Apiaceae) - a Pleistocene in situ survivor	ACTA BOTANICA CROATICA																													0365-0588	1847-8476				OCT	2019	78	2					107	115		10.2478/botcro-2019-0017							WOS:000491484500001						
J	Graf, W; Kleinn, C; Schall, P; Nauss, T; Detsch, F; Magdon, P				Graf, Wanda; Kleinn, Christoph; Schall, Peter; Nauss, Thomas; Detsch, Florian; Magdon, Paul			Analyzing the relationship between historic canopy dynamics and current plant species diversity in the herb layer of temperate forests using long-term Landsat time series	REMOTE SENSING OF ENVIRONMENT																	Magdon, Paul/0000-0003-3777-5478; Schall, Peter/0000-0003-4808-818X												0034-4257	1879-0704				OCT	2019	232								UNSP 111305	10.1016/j.rse.2019.111305							WOS:000486355300027						
J	Nyantakyi-Frimpong, H				Nyantakyi-Frimpong, Hanson			Visualizing politics: A feminist political ecology and participatory GIS approach to understanding smallholder farming, climate change vulnerability, and seed bank failures in Northern Ghana	GEOFORUM																													0016-7185	1872-9398				OCT	2019	105						109	121		10.1016/j.geoforum.2019.05.014							WOS:000483639700012						
J	Pena-Angulo, D; Khorchani, M; Errea, P; Lasanta, T; Martinez-Arnaiz, M; Nadal-Romero, E				Pena-Angulo, D.; Khorchani, M.; Errea, P.; Lasanta, T.; Martinez-Arnaiz, M.; Nadal-Romero, E.			Factors explaining the diversity of land cover in abandoned fields in a Mediterranean mountain area	CATENA																Khorchani, Makki/AAG-3079-2019; Pena-Angulo, Dhais P/V-7188-2017; Nadal-Romero, Estela/D-4231-2012; Lasanta, Teodoro/J-6824-2014	Khorchani, Makki/0000-0001-9379-7052; Pena-Angulo, Dhais P/0000-0001-6249-442X; Nadal-Romero, Estela/0000-0002-4651-7828; Lasanta, Teodoro/0000-0002-9658-8069												0341-8162	1872-6887				OCT	2019	181								UNSP 104064	10.1016/j.catena.2019.05.010							WOS:000477686600015						
J	Mi, JX; Liu, R; Zhang, SL; Hou, HP; Yang, YJ; Chen, FY; Zhang, LM				Mi, Jiaxin; Liu, Run; Zhang, Shaoliang; Hou, Huping; Yang, Yongjun; Chen, Fuyao; Zhang, Liming			Vegetation patterns on a landslide after five years of natural restoration in the Loess Plateau mining area in China	ECOLOGICAL ENGINEERING																													0925-8574	1872-6992				OCT	2019	136						46	54		10.1016/j.ecoleng.2019.05.022							WOS:000475563600007						
J	Wang, GD; Otte, ML; Jiang, M; Wang, M; Yuan, YZ; Xue, ZS				Wang, Guodong; Otte, Marinus L.; Jiang, Ming; Wang, Ming; Yuan, Yuxiang; Xue, Zhenshan			Does the element composition of soils of restored wetlands resemble natural wetlands?	GEODERMA																Xue, Zhenshan/AAF-8591-2019	Xue, Zhenshan/0000-0002-7294-361X												0016-7061	1872-6259				OCT 1	2019	351						174	179		10.1016/j.geoderma.2019.05.032							WOS:000474495700017						
J	Tomiolo, S; Bilton, MC; Tielborger, K				Tomiolo, Sara; Bilton, Mark C.; Tielborger, Katja			Plant community stability results from shifts in species assemblages following whole community transplants across climates	OIKOS																													0030-1299	1600-0706				JAN	2020	129	1					70	80		10.1111/oik.06536		SEP 2019					WOS:000488255100001						
J	Skalova, H; Moravcova, L; Cuda, J; Pysek, P				Skalova, Hana; Moravcova, Lenka; Cuda, Jan; Pysek, Petr			Seed-bank dynamics of native and invasive Impatiens species during a five-year field experiment under various environmental conditions	NEOBIOTA																Pysek, Petr/B-1957-2012; Skalova, Hana/H-1627-2014; Cuda, Jan/H-6885-2014	Skalova, Hana/0000-0002-1252-2952; Cuda, Jan/0000-0002-2370-2051												1619-0033	1314-2488				SEP 26	2019		50					75	95		10.3897/neobiota.50.34827							WOS:000487855500001						
J	Abeli, T; Dalrymple, S; Godefroid, S; Mondoni, A; Muller, JV; Rossi, G; Orsenigo, S				Abeli, Thomas; Dalrymple, Sarah; Godefroid, Sandrine; Mondoni, Andrea; Mueller, Jonas, V; Rossi, Graziano; Orsenigo, Simone			Ex situ collections and their potential for the restoration of extinct plants	CONSERVATION BIOLOGY																; Rossi, Graziano/P-3353-2015	MONDONI, ANDREA/0000-0002-4605-6304; Rossi, Graziano/0000-0002-5102-5019; Dalrymple, Sarah/0000-0002-6806-855X												0888-8892	1523-1739															10.1111/cobi.13391		SEP 2019					WOS:000487086500001	31329316					
J	Lanta, V; Mudrak, O; Liancourt, P; Bartos, M; Chlumska, Z; Dvorsky, M; Pusztaiova, Z; Munzbergova, Z; Sebek, P; Cizek, L; Dolezal, J				Lanta, Vojtech; Mudrak, Ondrej; Liancourt, Pierre; Bartos, Michael; Chlumska, Zuzana; Dvorsky, Miroslav; Pusztaiova, Zuzana; Munzbergova, Zuzana; Sebek, Pavel; Cizek, Lukas; Dolezal, Jiri			Active management promotes plant diversity in lowland forests: A landscape-scale experiment with two types of clearings	FOREST ECOLOGY AND MANAGEMENT																Sebek, Pavel/O-4522-2017; Mudrak, Ondrej/H-1614-2014; Lanta, Vojtech/J-7032-2017; Cizek, Lukas/K-7111-2015	Mudrak, Ondrej/0000-0001-7775-0414; Lanta, Vojtech/0000-0003-4484-3838; Sebek, Pavel/0000-0003-3341-4771; Cizek, Lukas/0000-0002-6447-2002												0378-1127	1872-7042				SEP 15	2019	448						94	103		10.1016/j.foreco.2019.05.073							WOS:000486553900010						
J	Nguyen, V; Buckley, YM; Salguero-Gomez, R; Wardle, GM				Vuong Nguyen; Buckley, Yvonne M.; Salguero-Gomez, Roberto; Wardle, Glenda M.			Consequences of neglecting cryptic life stages from demographic models	ECOLOGICAL MODELLING																; Wardle, Glenda/D-6533-2016; Buckley, Yvonne/B-1281-2008	Nguyen, Vuong/0000-0001-9070-9803; Wardle, Glenda/0000-0003-0189-1899; Buckley, Yvonne/0000-0001-7599-3201												0304-3800	1872-7026				SEP 15	2019	408								108723	10.1016/j.ecolmodel.2019.108723							WOS:000480664800008						
J	Pittman, KB; Barney, JN; Cahoon, CW; Flessner, ML				Pittman, K. B.; Barney, J. N.; Cahoon, C. W.; Flessner, M. L.			Influence of hairy vetch seed germination and maturation on weediness in subsequent crops	WEED RESEARCH																Barney, Jacob/C-2412-2008	Barney, Jacob/0000-0003-2949-5003												0043-1737	1365-3180				DEC	2019	59	6					427	436		10.1111/wre.12380		SEP 2019					WOS:000486306000001						
J	Dittberner, H; Becker, C; Jiao, WB; Schneeberger, K; Holzel, N; Tellier, A; de Meaux, J				Dittberner, Hannes; Becker, Christian; Jiao, Wen-Biao; Schneeberger, Korbinian; Hoelzel, Norbert; Tellier, Aurelien; de Meaux, Juliette			Strengths and potential pitfalls of hay transfer for ecological restoration revealed by RAD-seq analysis in floodplain Arabis species	MOLECULAR ECOLOGY																													0962-1083	1365-294X				SEP	2019	28	17					3887	3901		10.1111/mec.15194		SEP 2019					WOS:000486589700001	31338892					
J	Thapa, R; Thoms, MC; Reid, M; Parsons, M				Thapa, Rajesh; Thoms, Martin C.; Reid, Michael; Parsons, Melissa			Do adaptive cycles of floodplain vegetation response to inundation differ among vegetation communities?	RIVER RESEARCH AND APPLICATIONS																Thoms, Martin/D-5049-2011	Thoms, Martin/0000-0002-8074-0476												1535-1459	1535-1467															10.1002/rra.3538		SEP 2019					WOS:000486342800001						
J	Gu, X; Cen, Y; Guo, LY; Li, CH; Yuan, H; Xu, ZW; Jiang, GM				Gu, Xian; Cen, Yu; Guo, Liyue; Li, Caihong; Yuan, Han; Xu, Ziwen; Jiang, Gaoming			Responses of weed community, soil nutrients, and microbes to different weed management practices in a fallow field in Northern China	PEERJ																													2167-8359					SEP 6	2019	7								e7650	10.7717/peerj.7650							WOS:000484657600010	31534864					
J	Qian, F; Song, HY; Chen, M; Zeng, JQ; Dang, CQ; Tao, JP				Qian, Feng; Song, Haiyan; Chen, Miao; Zeng, Jiaqin; Dang, Chenqiang; Tao, Jianping			Multivariate path analysis of the relationships between seedling regeneration and environmental factors beneath a dwarf bamboo understory	ECOLOGY AND EVOLUTION																	Feng, Qian/0000-0002-0123-4293; Tao, Jianping/0000-0002-4125-5734												2045-7758					SEP	2019	9	18					10277	10290		10.1002/ece3.5548		SEP 2019					WOS:000484966700001	31624551					
J	Scott, JK; Batchelor, KL; Webber, BL				Scott, John K.; Batchelor, Kathryn L.; Webber, Bruce L.			Long term monitoring of recruitment dynamics determines eradication feasibility for an introduced coastal weed	NEOBIOTA																													1619-0033	1314-2488				SEP 2	2019		50					31	53		10.3897/neobiota.50.35070							WOS:000483847900001						
J	Kriska, DJ; Krebs, RA				Kriska, David J.; Krebs, Robert A.			Response by Three Plant Indicator Groups of Upland Habitat to Manipulation of a Black Oak (Quercus velutina) Sand Barren	NATURAL AREAS JOURNAL																													0885-8608	2162-4399				SEP	2019	39	4					442	451		10.3375/043.039.0407							WOS:000498806400007						
J	Ferrandis, P				Ferrandis, Pablo			The importance of soil seed banks in ecological studies	REVISTA CUBANA DE CIENCIAS FORESTALES																													2310-3469					SEP-DEC	2019	7	3					276	282									WOS:000496469100001						
J	Wu, CY; Chen, YF; Hong, XJ				Wu, Chunyan; Chen, Yongfu; Hong, Xiaojiang			SOIL SEED BANK CHARACTERISTICS UNDER AND OUTSIDE CANOPY OF DACRYDIUM LAMB. IN CHINA	BANGLADESH JOURNAL OF BOTANY																													0253-5416	2079-9926				SEP	2019	48	3			SI		763	769									WOS:000493716500012						
J	Nsikani, MM; Gaertner, M; Kritzinger-Klopper, S; Ngubane, NP; Esler, KJ				Nsikani, M. M.; Gaertner, M.; Kritzinger-Klopper, S.; Ngubane, N. P.; Esler, K. J.			Secondary invasion after clearing invasive Acacia saligna in the South African fynbos	SOUTH AFRICAN JOURNAL OF BOTANY																													0254-6299	1727-9321				SEP	2019	125						280	289		10.1016/j.sajb.2019.07.034							WOS:000488195200036						
J	Mndela, M; Madakadze, IC; Nherera-Chokuda, F; Dube, S				Mndela, M.; Madakadze, I. C.; Nherera-Chokuda, F.; Dube, S.			Dynamics of the soil seed bank over the short-term after bush clearing in a semi-arid shrubland in Springbokvlakte thornveld of South Africa	SOUTH AFRICAN JOURNAL OF BOTANY																													0254-6299	1727-9321				SEP	2019	125						298	309		10.1016/j.sajb.2019.07.033							WOS:000488195200038						
J	Gomez-Barreiro, P; Otieno, V; Mattana, E; Castillo-Lorenzo, E; Omondi, W; Ulian, T				Gomez-Barreiro, P.; Otieno, V.; Mattana, E.; Castillo-Lorenzo, E.; Omondi, W.; Ulian, T.			Interaction of functional and environmental traits on seed germination of the multipurpose tree Flacourtia indica	SOUTH AFRICAN JOURNAL OF BOTANY																	Mattana, Efisio/0000-0001-6235-4603												0254-6299	1727-9321				SEP	2019	125						427	433		10.1016/j.sajb.2019.08.013							WOS:000488195200052						
J	Jakobsen, K; Jensen, JA; Bitarafan, Z; Andreasen, C				Jakobsen, Klaus; Jensen, Jakob A.; Bitarafan, Zahra; Andreasen, Christian			Killing Weed Seeds with Exhaust Gas from a Combine Harvester	AGRONOMY-BASEL																	Bitarafan, Zahra/0000-0003-0331-0189													2073-4395				SEP	2019	9	9							544	10.3390/agronomy9090544							WOS:000487728800059						
J	Laboissiere, AK				Laboissiere, Anna-Katharina			Collect, Save, Adapt: Making and Unmaking Ex Situ Worlds	CULTURAL STUDIES REVIEW																Laboissiere, Anna-Katharina/AAC-1617-2020	Laboissiere, Anna-Katharina/0000-0002-2115-0433												1837-8692					SEP	2019	25	1					65	84		10.5130/csr.v24i1.6380							WOS:000488088500007						
J	Luck, L; Bellairs, SM; Rossiter-Rachor, NA				Luck, Linda; Bellairs, Sean M.; Rossiter-Rachor, Natalie A.			Residual herbicide treatments reduce Andropogon gayanus (Gamba Grass) recruitment for mine site restoration in northern Australia	ECOLOGICAL MANAGEMENT & RESTORATION																													1442-7001	1442-8903				SEP	2019	20	3					214	221		10.1111/emr.12376							WOS:000487645200005						
J	Sumudunie, HGS; Jayasuriya, KMGG				Sumudunie, H. G. Sashika; Jayasuriya, K. M. G. Gehan			Seed dormancy and germination of seven rice field weeds from Sri Lanka	TAIWANIA																Jayasuriya, Gehan/H-7094-2012	Jayasuriya, Gehan/0000-0001-6518-7951												0372-333X					SEP	2019	64	3					221	230		10.6165/tai.2019.64.221							WOS:000487295800002						
J	Chau, MM; Chambers, T; Weisenberger, L; Keir, M; Kroessig, TI; Wolkis, D; Kam, R; Yoshinaga, AY				Chau, Marian M.; Chambers, Timothy; Weisenberger, Lauren; Keir, Matthew; Kroessig, Timothy, I; Wolkis, Dustin; Kam, Roy; Yoshinaga, Alvin Y.			Seed freeze sensitivity and ex situ longevity of 295 species in the native Hawaiian flora	AMERICAN JOURNAL OF BOTANY																	Chau, Marian/0000-0002-4114-3804												0002-9122	1537-2197				SEP	2019	106	9					1248	1270		10.1002/ajb2.1351							WOS:000486732200011	31502257					
J	Perkins, LB; Ducheneaux, KR; Hatfield, G; Abella, SR				Perkins, Lora B.; Ducheneaux, Kelsey R.; Hatfield, Gary; Abella, Scott R.			Badlands, Seed Banks, and Community Disassembly	RANGELAND ECOLOGY & MANAGEMENT																													1550-7424	1551-5028				SEP	2019	72	5					736	741		10.1016/j.rama.2019.05.004							WOS:000486947000002						
J	Shen, SC; Xui, GF; Lii, DY; Jini, GM; Liu, SF; Clements, DR; Yang, YX; Rao, J; Chen, AD; Zhang, FD; Zhu, XC				Shen, Shicai; Xui, Gaofeng; Lii, Diyu; Jini, Guimei; Liu, Shufang; Clements, David Roy; Yang, Yanxian; Rao, Jia; Chen, Aidong; Zhang, Fudou; Zhu, Xiaocheng			Ipomoea batatas (sweet potato), a promising replacement control crop for the invasive alien plant Ageratina adenophora (Asteraceae) in China	MANAGEMENT OF BIOLOGICAL INVASIONS																													1989-8649					SEP	2019	10	3					559	572		10.3391/mbi.2019.10.3.10							WOS:000485093600010						
J	Nascimento, GD; Pereira, JAA; Barros, DA; Silva, RA; Ferreira, JB; Moraes, RP; Borges, LAC				Nascimento, Gleisson de Oliveira; Alves Pereira, Jose Aldo; Barros, Dalmo Arantes; Silva, Rossi Allan; Ferreira, Josimar Batista; Moraes, Railma Pereira; Coimbra Borges, Luis Antonio			Space distribution of species in topsoil: implications to recovery of mining areas	NATIVA																Nascimento, Gleisson Oliveira/R-8805-2016	Nascimento, Gleisson Oliveira/0000-0003-4303-0042												2318-7670					SEP-OCT	2019	7	5					540	546		10.31413/nativa.v7i5.6937							WOS:000485808600012						
